,text,offensive
6665,lol right jumping n conversation like tht,0
6666,sans right attractive folks make,0
6667,um u right,0
6668,right make contribution according principles sacrosanct selected right 2 dictate,0
6669,really sad give celebs respect matter job right harass aa–a,0
6670,hes still pedophile knows age still right wrong,1
6671,books hermiones race never mentioned right say jesus born judea,0
6672,yeah need like right invade lives cant judge based see online,0
6673,govs right reduce minimum wage aaa±a ’ afg,0
6674,treat pack fagsaa–ac,1
6675,tbh young people using know changed instead fags,1
6676,bunch fags,1
6677,ive got fear running fags many buy 30 30 good,0
6678,morning comprised round table fags trying make sense real man,1
6679,get told fuck least 7 times day price fags obviously set prices aaaaeaa » a€,1
6680,stood outside mcdonalds tryin failing make smokable rollie kind soul pbc handed box fags leftthank u sir,1
6681,love 1d big mountain fags cunts,1
6682,mum offered buy beers box fags cook little brother sister bargain,0
6683,youre blessed im shocked amount fags post,1
6684,cant stand dogs come smelling fagsaa–a€¡aa–a€¡,0
6685,packet fags whats wrong,1
6686,thank satan eccentric academics circle fags race issue stupidity first himbo friend welcome,1
6687,people contented stinking fags aa–a€¡ horrible,1
6688,yall comment yall want yall still bunch fags aint gon change nothin,1
6689,old men slip loafers smelling fags make good bed fellows,0
6690,look like whole bunch fags nobody got hands,1
6691,lot fags outlet mall,1
6692,temple bunch fags,1
6693,stink fags havent even smoked tonight,1
6694,bunch fags app man,1
6695,oh cock ran fags time walk shop,1
6696,alright well lost almost whole 20 pack fags great,0
6697,bet mums got snide sleeve fags like egyptian lambert got last time,1
6698,julesclarke claim poverty smoke pack fags couple meals isnaaa »,0
6699,since 20 deck fags reduce 17 robbing twats,1
6700,’ a£150 pack fags could got freddo mate,1
6701,’ a£950 packet fags robbery pure robbery,1
6702,feel like ive smoked 40 packs fags one go,0
6703,smell fags ew,1
6704,ayy shout outs everyone wears buff smelling perfume london stinks fags exhaust smoke time,0
6705,cant remember last time bought pack fags disgusting habit aa–a€¡,0
6706,nice get car hit smell fags mouldy horse feed,1
6707,yeah 9 pound month mmo bad thing tho see pack fags month,0
6708,always leave chloe like whole packet fags pure feeds,0
6709,know generation full fags pussies drake number one rapper,1
6710,king fags,1
6711,trekksters nearly whovian levels nonviolencebunch fags,1
6712,go nanas come back hair stinking fags feeling ive sat smoked 40 herampprobably bronchitis im onaa¥aa–a€¡,0
6713,aw bynchy pure wall fags,1
6714,reached aisle 3 longer called going postal going mandsal smell fags bo stilton lovely,1
6715,4 years pack fags ’ a£150 nah thanks,1
6716,bashing black men cool tweet aaa¬white women gt black womenaaau weaaa » types fags hate mothers,1
6717,granddad said need good shag beautiful lady 15 cans carling pack fags way die aa–a€°,1
6718,plus ever got excited buying new pack fags,1
6719,everybody even sidelines gon na calling obj types fags homos,1
6720,ur broke homeless dying starving dont shit going 4 ya self except known bunch fags im lameaa–aa–a€°aa–a€°aa–a€°aa–a€°,1
6721,one random things love follows aa–a never followed aa–a bizarre,0
6722,nah one bands sound sick record even sicker live,0
6723,must one people think derrick rose actually good aa–a€°aa–a€°aa¬aa » a‹a¥a¸ae,0
6724,hahah denial things new year marking happen 27th,0
6725,literally deleted thoseaa–a€°aa–æ ’,0
6726,one lauren cohans icon like vote,0
6727,holy carbon paper batman ibm selectric havent seen one since 1990,0
6728,beautiful pictures families marriages much thomas havent thosebut knew,0
6729,many policies oakland adopted zero,0
6730,yeah one lawless situation cowards bigots thrive,0
6731,hey girl must one blankets arms make feel warm safeanoyou army,0
6732,jaysus hope better quick smart nice aampeyknow beacon vhi one ones,0
6733,one amazon prime showed screen shot sent next day replacement,0
6734,mom ate yesterday aa–a€,0
6735,one baby faces,0
6736,ok sentences tweet missing,0
6737,laughing biharis voting nitishlalu power think voted power,0
6738,mvr miss cant help aaca€ thank fun moments keeps adventures come us,0
6739,god dammit ocado dont want substitutions,1
6740,list killed injured explosion plant near st petersburg,0
6741,mean guess could one people wraps whenever free time could also wrap 2am christmas eve,0
6742,national parks around country watching social media authenticity,0
6743,throat hurts considering getting one neck holes,0
6744,one scumbags always reads customer reviews buying something never leaves feedback,0
6745,jumpstarting 2016 getting healthy shedding holidayaa,0
6746,kinda sad feel like youre one girls,0
6747,lol one statements true ps remember time took dez bryant first overall dynasty league,0
6748,one little youre precious,0
6749,sometimes imagine tweets coming phedre one times,0
6750,warm christian values time holidays,0
6751,read quran hadith find way real islam made dont know islam,0
6752,half mine aa–a–,0
6753,10 mins work already messed gon na one days,0
6754,one followers enjoy reminds still people world woke,0
6755,didnt happen mention leadership bullying husband sexually assaulted,0
6756,one lively clientele spoons beers ok rudolf red nosed white horse,0
6757,guess someone kill someone one things anything gets done hope taken destroyed,0
6758,one wished one girls whats wrong wan na throw something ikon,0
6759,ur one mfs aa » a€,0
6760,r u one thinks insulted mexicans discussing illegal immigrant felons,0
6761,either two finish ill moving special terraria playthroughs,0
6762,offenses 13k piece lol bet,0
6763,wanted voyage media neglect left behind refugee outflowmcleod group,0
6764,great see importance love christmas cc,0
6765,even hoseoks afraid everything hell still army amp btshoseok army,0
6766,wasnt directed anyone particular anyone would ever ride one fucking things,1
6767,heard way see either needs loud sticky frosty usually got ta hv least one traits,0
6768,today one ive reminded socially awkward,0
6769,kind white christmas people usually imagine,0
6770,christmas fantastic selection white wines delivered huge thanks rh,0
6771,black mother threatened kill juror found son guilty murder white man,0
6772,nigga got ta stop taking advantage white women sick shit,1
6773,loneliness leads fightorflight stress signaling ultimately affect production white blood cells,0
6774,found panda pretty quick since hidden among sea white black good luck,0
6775,plenty white people angry ate generally passed work potus done,0
6776,feels weird latino ina room room filled white people,0
6777,swear theres island full white peoples dance havent found yet,1
6778,new kettle arrived says boil tablespoon white wine vinegar im way middle class crap balsamic,0
6779,ya know nagging feeling two different types white people hold opinions,0
6780,lack white pants,0
6781,prosecute hunter choking life white wolf bare hands,0
6782,little something given lot reserve parking space veterans,0
6783,lmaooooo go look tweets right hes literally glorified sjw feeling effect white guilt,0
6784,awesome cover white christmas via,0
6785,warning dont buy box white chocolate lion bars excessive consumption may occur aa–aaa–aaa–a,0
6786,lots white liberals scared legal guns rhetoric thrown around haha,0
6787,lives matter lot white people dont believe im encouraging fellow black people lives matter,0
6788,language white supremacy forms systemic oppression stands civility,0
6789,yes warm whole leave white christmas,0
6790,racial identity racist broken record white postracial utopian fantasies,0
6791,1111 want christmas pair white shoes aa–acaaca–,0
6792,dey cussed dis lady called types white bitches son standin,1
6793,like sad eyes bad guys mouth full white lies,0
6794,scifi keeps imagining subjugation white people,0
6795,im whiter grain rice floating glass milk paper plate middle blizzard amp im tired white peoples shit,1
6796,feeling festive favourite time year weather grey amp miserable instead white,0
6797,think lyrics white christmas read may christmases white,0
6798,people white liberals,0
6799,got names people like jesse lee peterson unrelentingbutler white supremacy,0
6800,today family reached making homemade organic treats dogs birthday level white,0
6801,cant believe obama wants exhume corpse bing crosby use like marionette perform rendition white christmas,0
6802,naacp give blacks opportunity support taking away right white men opportunities called racism,0
6803,school crumbles teachers told punish minority students white privilege,1
6804,mandjbloomfield weaaa » going sprinkling white christmas daisies flowering lawn aaa± three months early,0
6805,type white girls chill aa–a€°aa¯a « aa¯acaa » «,0
6806,cuvee coffee uses peer pressure get people wash hands sink outside bathrooms view customers,0
6807,aaa¬growth happens push outside comfort zone aaau,0
6808,opinions christmas lightsdecorations outside houses tacky festive x,0
6809,sales still good outside fans buy every album really gon na buy,0
6810,yea outside cod uc4 biggest game 16 fail realize division new ip,0
6811,achieve within far greater achieve outside,0
6812,script app isnt offered outside mac app store wont find free copy tho ios android aps r free,0
6813,geez day6 showcase ticket price way cheaper outside singapore wtf,0
6814,theres man dressed santa wishing people merry christmas outside store need,0
6815,want prevent college dropouts look outside classroom,0
6816,theres huge ass line outside honey baked ham holding traffic yall procrastinating butt heads,1
6817,stand outside work crocker hour security guard accidentally brought key home last night,0
6818,theres teacher choir celebrating festivus outside classroom,0
6819,controlm moves outside data center,0
6820,sunday bloody sunday kind totally forgotten outside hardcore cinephile circles damn shame,1
6821,football player stood outside stadium begging job gets christmas miracle,0
6822,covenantgrafix bowling alley seats outside abandoned,0
6823,nice shot outside sun bowlalso beautiful shot pondering,0
6824,academics inherently materialistic people lack ability see world outside little vain perspective,0
6825,though guess id actually release game outside daft jam things wouldnt,0
6826,whens lucas amiibo releasing outside japan,0
6827,fact guy also camps outside michaels house actually ridiculous wonder never leaves,0
6828,red pepper castlederg fed nicest christmas dinner ive outside house,0
6829,try think outside box often cause people fucking watching thinking inside box,1
6830,glitter makeup came elf costumeguess explains striped poles outside santas workshop,0
6831,inkeats com remanufactured nib toner cartridges away subvert outside primo tools register xijcrpi,0
6832,holy smokes scary bc ut currently super careful heading outside resort boundaries,0
6833,didnt hear peep outside youtube comment section,0
6834,hes favorite laker outside magic im glad hes playing well,0
6835,first plan traveling outside humble little county heres list pages follow,0
6836,true outside mayor didnt liquid better cdec tl lost og frankfurt quali sure imo,0
6837,outside toaster strudel burnt inside still cold aa » a‚¬aa » a‚¬aa » a‚¬aa » a‚¬aa » a‚¬,0
6838,avoid manipulating dom outside render cycle life gets easier,0
6839,even original manufacturers agadir explained argan oil outside north africa contaminated unnatural chemicals,0
6840,learn enjoy every minute life happy dont wait something outside make happy future,0
6841,rough ent news photos nfl player held sign outside stadium looking job gets chance jet,0
6842,approximate areas concerned isolated tornadoes form outside circled areas,0
6843,edm beast news photos nfl player held sign outside stadium looking job gets chance jet,0
6844,hip hop news photos nfl player held sign outside stadium looking job gets chance jets,0
6845,nasty weather i40 outside raleigh,0
6846,great shot defence minister amp ambassador w hmcs winnipeg crew outside rome today,0
6847,omegasons news photos nfl player held sign outside stadium looking job gets chance jet,0
6848,know since basically nobody good damage grandpa gohan outside supers maybe bring mummy raditz tank,0
6849,im mission capture adorable beagle thats wondering around outside hobby lobby,0
6850,beautiful leah need furever home outside virginia disposition 100 sweet baby,0
6851,shit outside meme factory,1
6852,wsj reported iran attacked control system flood dam outside new york city back 2013,0
6853,last respects grew quiet held hands hearts hearse drove,0
6854,right still hotness pics aa®a « aaca,0
6855,aaa¬there sheepherders camping neighborhood set night watches theiraa,0
6856,freedom doesnt apply american muslims thats reserved bitter white boys merry fucking christmas,1
6857,wise warns romance,0
6858,ppl wear jackets shoulders wo putting arms sleeves fall kinda witchcraft,0
6859,would solo matthew quppied back hed learnt respond wade years felt amp,0
6860,person assigned pick daily twitter topics month december must data limit,0
6861,wittymillennial yet christians still value virginity children character,0
6862,chicks trying get ex,0
6863,im really gon na judge ppl wear socks flipflops w h,0
6864,nation world supports pm modi bjp mps unable get ego false self image support development,0
6865,go house smells like dog pissed everywhere offer something drink lt,0
6866,thanks babe im bout wipe germs keyboards,0
6867,drinking drugs handing life,0
6868,dont understand someone could start things another person theyre ex thats selfish thing doaa®,0
6869,shame totally unregulated didnt see fit front page correction front page apology balls,0
6870,guys obsess love interests body count think asking proof age invasive telling,0
6871,youve given pupils 10 min look dictations correct,0
6872,christmas everyone look around families streets realize lucky roof head,0
6873,niggas act weird bitches girl like come bro stressing girl fr,1
6874,changed person cant hold mistakes head especially theyre trying better,0
6875,looking forward basic bitches crying michael kors watches pandora rings insta christmasaa¯a,1
6876,lowincome kids given gift parents could keep one,0
6877,feel guilty prioritizing needs wants aa–a±,0
6878,aa– get real sad someone madova person get ex,0
6879,mommy daddy cat kiss watching babies best family picture ever,0
6880,anndata bhagwan india community hasnt control products,0
6881,region shepherds field keeping watch flock night,0
6882,see people prioritizing others priorities,0
6883,never get prime,0
6884,benshapiro might excised foreskin say maybe rubbed face cream,1
6885,children get fear bogeyman smart ones always fear chuck norris,0
6886,organisations must exercise control data matter choose process,0
6887,old school house playing going right heads haha,0
6888,petr cech backs arsenal go way premier league title race petr cech believes arsenal advantage pre,0
6889,niggas let tinc2 go head,1
6890,aaa¬consumers wool pulled eyes long timeaaau says waterford distillerys mark reynier,0
6891,contrarian tyson chandler hit 94x value 25 minutes 1030 denver allowed 4th fd points c last 10,0
6892,christie ties terrorism trans kids confusion gender identities americablog news,0
6893,man puny human must pretty merciful havent summoned yetthey scoffed crossing arms chest,0
6894,southampton boss warns arsenal tottenham pursuit victor wanyama,0
6895,aaa¬in region shepherds staying fields keeping watch flock nighaaaaau,0
6896,people need sovereignty body mind soul,0
6897,aaa¬there sheepherders camping neighborhood set night watches sheep suddenly godaaa » saaaaau,0
6898,many people rlly live day day jus waiting something happen next get worked made problems,0
6899,teapubs never cared effective governmentready impeach successful presidents amp legislatures silly intractable ideologyaa–,0
6900,science stuff tho heads put 15+ keep average age track put 12+,0
6901,top 10 surprising ways offend people countries,0
6902,dont u know people comments talking type car got,0
6903,thankful way life amp people much changed better aaca,0
6904,mufti prohibits celebration birthday whips 10 people celebrating birthday,0
6905,family isnt always blood people life want youaa,0
6906,37 people train 22110 amp pax senior citizens amp none seat lower birth pnr 2639525867 2539525926,0
6907,im leaving many people 2015 dat shit crazy,1
6908,highly rated people society undermining law,0
6909,obviously need people life,0
6910,turkish people pointing hilarious plot hole homeland,0
6911,putting people advertisements,0
6912,said want take rubber told people hell want ice water,1
6913,amazing people life shouldnt complaining aa » ae,0
6914,morning run people boulder vacation wake early run,0
6915,ojow twitter standards decent people real world latter,0
6916,people world man,0
6917,bumpin migos new seabury putting rich old white people early grave,1
6918,coindesks influential people bitcoin blockchain 2015 coindesk coind,0
6919,theres 5 people lmao,0
6920,dreaming see people short sleeves shorts,0
6921,happy birthday two favorite people sports,0
6922,3 people dream every night idk freaks,0
6923,grateful people life aimee always believes abilities,0
6924,theyre best people whole world cuz theyre amazing love themaa » a§ hoy siempreaa » «,0
6925,left packed people hunting area,0
6926,10 people world lefthanded,0
6927,bully people high school,0
6928,thereaaa » people world jealous success donaaa » even second guess step get left,0
6929,dont need parttime people ur life friends either u theyaaa » donaaa » let come amp go ple,0
6930,say want take da rubber offtold ha people hell want ice water bitch knock,1
6931,many dont millions people party cant generalize like,0
6932,3 days get see favorite people world love concept,0
6933,great stuff one favorite people baseball,0
6934,im like younger 5 people whatsapp grp,0
6935,idea going fit 13 people house christmas dinner,0
6936,werent people house id walk mapunapuna hot im confused,0
6937,love ure music whitch never change ure music makes us people dark happy inside thank,0
6938,soooo halfhearted people life honestly go away,0
6939,team people area several weeks knocking doors amp leaving flyers,0
6940,7 billion people world today amp person unique fingerprint “ « au,0
6941,humor makes hard take people real life seriously,0
6942,really dont like meeting lot new people lifeaaca¿aaca¿,0
6943,mean shady people life,0
6944,people house forcing sleep aa–,0
6945,life wayy better dont stress irrelevant people life aa¯a «,0
6946,theyre stabbing people ass nyc everyone beaa,1
6947,people like us would course find suspicious open however knowledgable,0
6948,people like photos follow back ltltlt,0
6949,looking people like,0
6950,ive seen every star wars movie still idea theyre people like much,0
6951,behavior could 1 secret likability,0
6952,figured democrat stupid people like would stupid thing like stopping people protecting,0
6953,businessinsider behavior could 1 secret likability,0
6954,see people like steroids much ive rocking amp rolling since 7 first time ive ever thankful getting shot,0
6955,people use game manager excuse people like winning sbs wgreat defenses casts,0
6956,people like pick stupidest things fight,0
6957,want christmas people like set fire,0
6958,got people like dont give life congrats,0
6959,r*pe people like kilgrave much rapist disgusting,1
6960,maybe ill stop stop seeing smug expressions hearing derisive laughs mock people like publicly,0
6961,god people like waste fucking air,1
6962,im disgusted share oxygen people like,0
6963,makes sick people like world,0
6964,people like age period dont know either,0
6965,know truth hurts anytime someone talks truth people like become cowards,0
6966,people like show smart,0
6967,wish someone would tell people like g neville sticking manager doesnt mean ur club stable,0
6968,problem hate glasses many people like work though aa–a–,0
6969,hell filled people like,1
6970,people like music take people dontits unique say least,0
6971,cant believe people like christmas franks one awful unpleasant boring christmas movies,0
6972,bi behavior could 1 secret likability,0
6973,couple people like lifeaa¯a «,0
6974,newcastle always open inspirational people like muzoon almellehan geordies,0
6975,days practicin talking loud louder better people like loud people,0
6976,people like talking corruption even crocodiles tears dry seeing hearing talk,0
6977,behavior could 1 secret likability everyone wants likedon quora theres length,0
6978,*really* want platforms center marginalized people like say help sustain,0
6979,hw u b casual atleast shave u meet grt people like u look like driver,0
6980,behavior could 1 secret likability everyone wants likedon quora,0
6981,im sorry way treated things horrible people done shame people like,0
6982,still dont get people like,0
6983,hate pick one shit cause love em real,1
6984,come pick one,0
6985,gift cards work store online across brands pick one today,0
6986,2016 charity would like raise money pick one special tandem skydiving experiences,0
6987,pick one zayn girlfriends,0
6988,okay pick one dare,0
6989,dont celebrate christmas id like give beat away holiday spirit ill pick one upload snippet hol,0
6990,pick one today,0
6991,oh thats shame hope pick one soon cheryl,0
6992,could pick one one would choose wisely,0
6993,pick one even hard,0
6994,cant smoke hella weed good home life pick one,1
6995,pick one pls,0
6996,dont worry ill pick one suitable young ages,0
6997,thats calendars sold reception may still able pick one abervet inverurie pet,0
6998,took two hours pick one simple product didnt show store god knows long would taken,0
6999,stop 12pm thursday purchase gift keeps giving okcitycard pick one,0
7000,said could pick one famouse person world say hello would u ellen ur inspiring,0
7001,know makes delightful christmas gift gift cards aa–ae come pick one today aa,0
7002,favorite memories 2015 cant pick one,0
7003,christmas cookies like share post win free sugar cookie kit today pick one,0
7004,pick one nigga,1
7005,aa » a€i couldnt pick one,0
7006,well maybe funny right word pathetic sad stupid well go ahead pick one,0
7007,see end season review pick one stick,0
7008,cant pick one got ta choose aa–acaa–acaa–a–aa–a–,0
7009,im gon na brave shops tomorrow ill pick one think x,0
7010,wan na tell numbers like ill pick one answer,0
7011,final issue 2015 today sure pick one upcheck preview whats inside,0
7012,send louis pics past year need pick one tomorrow,0
7013,pick one,0
7014,ya wont get time christmas aa–a€°aa–a€°aa–a€° yes pick one thanks useing hash tag,0
7015,could pick one goal score youd pick keanes,0
7016,parang pizza topping lang yan much choose could pick one deluxe aa–a€°aa–a€°,0
7017,got ta pick one daddy,0
7018,still time pick perfect gift platos gift card pick one christmas open,0
7019,want wear fake eyelashes tonight also want get drunk feeling pick one,0
7020,book sell uk book called wh smiths one local ill pick one,0
7021,great pick one bird set free empowering love,0
7022,tie two cant pick one,0
7023,like two z pick one,0
7024,exactly every year people pick one school make example charges outrageous tuition,0
7025,black male wants new trial tortured raped murdered white boy scout,1
7026,many 5 year olds raped beheaded islamists syria iraq,0
7027,police louisville man raped robbed woman alley wdrb,0
7028,tomorrow seduced brutally raped beaten refugees sweden holidays present,0
7029,people coming lied murdered raped manipulated enough working,0
7030,wonder many people molestedraped never told anyonei wonder often offender family member,0
7031,guy says women india deserve makes agree aa,1
7032,guy says women india deserve makes agree,1
7033,bichaara young 17 year old brutally raped tortured girl led death big deal disgusting,0
7034,sweden enriched baby goat kidnapped gothenburg animal park found raped severely burned,0
7035,ones mad bf got raped makes nb look bad couldnt back,0
7036,referring mexicans rapists murders brand raped murdered far,0
7037,would shot would behind bars life long dint bengal girls raped killed,0
7038,would shot would behind bars life long bengal girls raped killed bardhaman,0
7039,humans raped enslaved god judged,0
7040,man woman alley dec 23 926 et,0
7041,teenager raped killed maths teacher found,0
7042,yes woman fact brutally raped misidentified attacker prosecution secreted exculpatory evidence,0
7043,police louisville man raped robbed woman alley,0
7044,get ready celebrate please keep r raped executed prayers,0
7045,white women talk getting raped black women come like well getting raped u saying,0
7046,idiots women girls sold slavery raped murdered daily stoned raped dumb dems,1
7047,know daughter got raped defend rapist get stoned something,1
7048,nirbhaya raped dead three years law could passed us senate 6 days,0
7049,raped betrayed trust needs raked coal,1
7050,christmas another devil worshipping day caucasian people america raped murdered women children babies,1
7051,black woman hating going timeline little black girls faults raped molested bc know better,0
7052,defense asked fairampeven appearances screw raped murdered childthey wear dont drop soap ts,1
7053,approximately three years michael p johnson repeatedly raped sodomized child produced hundreds,0
7054,yes realize women get raped male homicide victims women men usually serve longer time jail,0
7055,sweden enriched baby goat kidnapped gothenburg animal park found raped severely burned scumaa–a§,0
7056,theres women got raped busted fat one could imagine bad fuck mentally,1
7057,ravan kidnapped sita didnt touch still guys burn every year six man raped killed nirbhaya,0
7058,144 murdered cold blooded 200 raped filmed 14 died coz vantilatorclapping pakistan zinda baad,1
7059,making many lives stake,1
7060,aa–a€°aa–a€°aa–a€°aa–a€°aa–a€° always get microsoft pc ffs told get raped die day aa–a€°aa–a€°aa–a€°,1
7061,korean military raped killed lots vietnamese people korean govt hides truth,0
7062,infant raped thrown govt hospital center lahore,0
7063,pak special love kids 144 murdered cold blooded 200 raped filmed 14 died caz vantilator wow,0
7064,ashbell cfj ps fuckin mention women raped killed moosslim islamik terrorists,1
7065,probably raped honor killings women,0
7066,many women raped abused women hands husband hushed threatened blackmailed,0
7067,hey least doesnt let kids get raped killed oh wait,1
7068,children brutally raped tortured would happenedi wonder,0
7069,brave victim asked recount rape trauma multiple timesethical,0
7070,raped brother got pregnant 12 afte,0
7071,gt 50000 muslim women raped christianswhich one denying,1
7072,majority men dated molested raped womenmen starting 2nd grade,0
7073,essentialist cause amp effect nonsense 50000 muslim women raped christians,0
7074,nsfw nah dicaprio raped bear revenant scene,1
7075,child rapist raped stitched medics reraped 20,0
7076,went notch two since kevin james got ass raped flamingo,1
7077,child rapist raped stitched medics reraped 20 prisoners,1
7078,child rapist raped stitched medics reraped 20 prisoners,0
7079,well dont complain men raped women dont need us aa–,1
7080,weve virtually ass raped without lube please help us,1
7081,male friend raped woman age 12 kept hes truly scarred aa–a¥a¸ae,0
7082,vile anomaly one 50000 muslim women raped christian serbs christian culture,0
7083,shenron raped blue dragon thats didnt come obvious wheres vegeta miss linesaa–aaaa–aaaa–aaaa–aaaa–aa,0
7084,dog raped man died wired pictures see =gt,1
7085,also live world men cant raped women,0
7086,raped barca benitez caring hamburger smh,1
7087,raped brother got pregnant 12 9 years reveals story,1
7088,woman maybe black woman suggested submit cop vs shooting,0
7089,got raped platypus 3 please donate buy iphone 6s thanks,0
7090,thats exactly youre suggesting allow raped white cops cop vs self defense,0
7091,standing nothing girlfriend got beat raped husband goddamn,1
7092,transgender woman locked allmale prison lived constant fear raped inmates,0
7093,pureyou nigger raped jarrer aka bantus,1
7094,man say raped woman oh stop pussy girl get raped sick fuck cut dick,1
7095,beautiful pleasure body totaly raped apes thora apes teh vatican touching self beautiful,1
7096,girl got raped 6 guys later finds shes pregnant every right consider abortion stop judging people dont know,0
7097,free yall keep getting raped cable companys tho,0
7098,homeboy raped neighbor virginity,0
7099,kim bokdong said raped soldiers korean warhuh,0
7100,sixyearold girl raped 11year old boy gt thot 13 young,0
7101,dad whos son raped teacher files suit alleged coverup,0
7102,niggas really blaming 14 year old girls raped r kelly got ta get twitter man,1
7103,raped uber driver call,1
7104,girl says whatever really means hope get shot fall bridge get raped shark eaten,0
7105,yup amp raped 24 yr old 17,1
7106,buddy hawk went steelers game awhile back get raped roethlisberger,0
7107,jimgeraghty lady decades ago drugged raped bette midler,1
7108,ya lol lets say got raped cloud 9 aka silly mochila merk burns uplink breach bad,1
7109,retweeted professor jay trump bernie sanders dislikes term shlonged prefers raped,0
7110,dude really call sand nigger,1
7111,f ken good tell whore f back sand nigger land,1
7112,evil sand nigger,1
7113,u gon na say nigga say sand nigger lmaoo,1
7114,work sand nigger,1
7115,sand nigger,1
7116,aa¯a‚aaea‹aa¯a‚aaea‹aa¯a‚aaea‹youre one sand nigger know wouldnt mind inside,1
7117,dum fuckin sand nigger,1
7118,dont speak sand nigger,1
7119,stop using word nigga stop calling sand nigger aa–acaa–a€°,1
7120,sand nigger gf finds like anime tities,1
7121,pfff dont even know spazzy sand nigger tagged,1
7122,fuck stupid sand nigger porch monkey mysogynist asshole youa ’ a‡re fucking retarded right wing shill progressives,1
7123,thats cool call anyone sand nigger camel jokey etc etc ive called well im black,1
7124,gtfo country dont need sand nigger kind,1
7125,dont like r kelly music one bit sand nigger bitch british accent worst kind woman ever seen fuck,1
7126,actual sand nigger somebody pls tell meaa–a€°aa–a€°aa–a€°aa–a€°aa–a€°,1
7127,look like sand nigger,1
7128,yeah get jews ill get token faggot amp sand nigger associate alex jones,1
7129,reminder patrick mcnair sand nigger,1
7130,wtf sand nigger dumb cracker bitch,1
7131,allahuakbar sand nigger,1
7132,something used ugly sand nigger,1
7133,youre call sand niggerwish death upon muslims lines follow stench fellow dipshits,1
7134,dirty sand nigger terrorist,1
7135,fuckin sand nigger,1
7136,think sand nigger best term created,1
7137,dirty sand nigger learn english,1
7138,already mentioned 1 sand nigger midget islam fuck,1
7139,obviously care sand nigger,1
7140,vnyl lol sand nigger thats mad ur mum rolling sand still,1
7141,aha mature fuck like sand nigger isis friend,1
7142,first time someone called sand nigger confused didnt even understand trying say,1
7143,youre call sand niggerwish death upon muslims lines follow stench fellow dipshits,1
7144,miss u sand nigger,1
7145,block gomd always mine anyway fuck allah goat worshiper sand nigger,1
7146,support refugees kill right since youre better sand nigger filth,1
7147,something needs done isis instead sand nigger president want stricter gun control people dont make sense,1
7148,question someone able say sand nigger college,1
7149,fine deal sand nigger problem thats feel allies come try help,1
7150,u comin thru lately u sand nigger,1
7151,peak times sand nigger pakis mentions day,1
7152,pontus wernbloom sand nigger,1
7153,blackblack crime bcuz sppsd 2 b better savages stole us n2 300 yr old society aggression,0
7154,depraved mindless savages migrant word keeps raising ugly head,1
7155,savages dems tell us embrace open armssickviolent culture place civilized,1
7156,favor get hip ill fated natives blow savages amp dont mean good songs start,0
7157,dont fear savages raised kill survival instinct failed aacaaacaaaca,0
7158,got savages pull ya door aa¯a‹aa®a€,0
7159,actually savages produced falsified reality disguised civilization thats things r,0
7160,add savages thats quick 50 g herbo,0
7161,sad many men assholes savages seems ruin rest,1
7162,got love savages held ian shit aa¬aaca¿,0
7163,cant teach 3rd worlder savages sort stuff gt norway teaching refugees sexual consent,1
7164,everyone equal racist 3rd world savages vote communists home love western liberty,0
7165,hollywoodkev savages thats lol,0
7166,may peace upon savages strive live peacefully,0
7167,admins account would like take moment appreciate straight douchebags savages sicl producesaa¯aeaae,1
7168,white people also emphasis children marriage expectation meanwhile raising savages covet single life,0
7169,sweden obamagope importing savages sick crapgtgtgt,1
7170,easy hate jews ur religious bros barbaricregressive savages amount timelandmoney save,1
7171,pappy sound like demon savages thats fucks aa–a¡aacaˆaae,1
